dataformat_pdf_section,field_idx_raw_34,row_raw_34,section_raw_34,subsection_raw_34,field_raw_34,field_idx_raw_35,row_raw_35,section_raw_35,subsection_raw_35,field_raw_35,field_id_rawx,section_rawx,field_rawx,inch_section,inch_field,Inch_change,notes
1.27 Induction Machine Data,22,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,XM,22,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,XM,22,indmach,xm,N/A,N/A,N/A,Unsaturated magnetizing reactance
1.27 Induction Machine Data,23,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,R1,23,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,R1,23,indmach,r1,N/A,N/A,N/A,Resistance of the first rotor winding
1.27 Induction Machine Data,24,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,X1,24,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,X1,24,indmach,x1,N/A,N/A,N/A,Reactance of the first rotor winding
1.27 Induction Machine Data,25,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,R2,25,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,R2,25,indmach,r2,N/A,N/A,N/A,Resistance of the second rotor winding
1.27 Induction Machine Data,26,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,X2,26,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,X2,26,indmach,x2,N/A,N/A,N/A,Reactance of the second rotor winding
1.27 Induction Machine Data,27,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,X3,27,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,X3,27,indmach,x3,N/A,N/A,N/A,Third rotor reactance
1.27 Induction Machine Data,28,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,E1,28,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,E1,28,indmach,e1,N/A,N/A,N/A,First terminal voltage point from the open circuit saturation curve
1.27 Induction Machine Data,29,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,SE1,29,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,SE1,29,indmach,se1,N/A,N/A,N/A,Saturation factor at terminal voltage E1
1.27 Induction Machine Data,30,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,E2,30,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,E2,30,indmach,e2,N/A,N/A,N/A,"Second terminal voltage point from the open circuit saturation curve, E2 (> 0.0); entered in per unit on RATEKV base"
1.27 Induction Machine Data,31,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,SE2,31,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,SE2,31,indmach,se2,N/A,N/A,N/A,Saturation factor at terminal voltage E2
1.27 Induction Machine Data,32,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,IA1,32,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,IA1,32,indmach,ia1,N/A,N/A,N/A,"Stator currents in PU specifying saturation of the stator leakage reactance, XA"
1.27 Induction Machine Data,33,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,IA2,33,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,IA2,33,indmach,ia2,N/A,N/A,N/A,"Stator currents in PU specifying saturation of the stator leakage reactance, XA"
1.27 Induction Machine Data,34,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,XAMULT,34,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,XAMULT,34,indmach,xamult,N/A,N/A,N/A,Multiplier for the saturated value. Allowed value 0 to 1.0
1.28.1 Substation Data Record,1,1,SUBSTATION DATA,SUBSTATION DATA BLOCK,IS,1,1,SUBSTATION DATA,SUBSTATION DATA BLOCK,IS,1,sub,isub,N/A,N/A,N/A,Substation number
1.28.1 Substation Data Record,2,1,SUBSTATION DATA,SUBSTATION DATA BLOCK,NAME,2,1,SUBSTATION DATA,SUBSTATION DATA BLOCK,NAME,2,sub,name,N/A,N/A,N/A,Substation name
1.28.1 Substation Data Record,3,1,SUBSTATION DATA,SUBSTATION DATA BLOCK,LATI,3,1,SUBSTATION DATA,SUBSTATION DATA BLOCK,LATI,3,sub,lati,N/A,N/A,N/A,Substation latitude in degrees
1.28.1 Substation Data Record,4,1,SUBSTATION DATA,SUBSTATION DATA BLOCK,LONG,4,1,SUBSTATION DATA,SUBSTATION DATA BLOCK,LONG,4,sub,long,N/A,N/A,N/A,Substation longitude in degrees
1.28.1 Substation Data Record,5,1,SUBSTATION DATA,SUBSTATION DATA BLOCK,SRG,5,1,SUBSTATION DATA,SUBSTATION DATA BLOCK,SRG,5,sub,sgr,N/A,N/A,N/A,Substation grounding DC resistance in ohms
1.28.2 Node Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,subnode,isub,N/A,N/A,N/A,Substation number
1.28.2 Node Data,1,1,SUBSTATION DATA,SUBSTATION NODE DATA,NI,1,1,SUBSTATION DATA,SUBSTATION NODE DATA,NI,2,subnode,inode,N/A,N/A,N/A,Node number
1.28.2 Node Data,2,1,SUBSTATION DATA,SUBSTATION NODE DATA,NAME,2,1,SUBSTATION DATA,SUBSTATION NODE DATA,NAME,3,subnode,name,N/A,N/A,N/A,Node name
1.28.2 Node Data,3,1,SUBSTATION DATA,SUBSTATION NODE DATA,I,3,1,SUBSTATION DATA,SUBSTATION NODE DATA,I,4,subnode,ibus,N/A,N/A,N/A,Electrical Bus number in bus branch model
1.28.2 Node Data,4,1,SUBSTATION DATA,SUBSTATION NODE DATA,STATUS,4,1,SUBSTATION DATA,SUBSTATION NODE DATA,STATUS,5,subnode,stat,N/A,N/A,N/A,Node status
1.28.2 Node Data,5,1,SUBSTATION DATA,SUBSTATION NODE DATA,VM,5,1,SUBSTATION DATA,SUBSTATION NODE DATA,VM,6,subnode,vm,N/A,N/A,N/A,Node voltage magnitude; entered in pu
1.28.2 Node Data,6,1,SUBSTATION DATA,SUBSTATION NODE DATA,VA,6,1,SUBSTATION DATA,SUBSTATION NODE DATA,VA,7,subnode,va,N/A,N/A,N/A,Node voltage phase angle; entered in degrees
1.28.3 Station Switching Device Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,subswd,isub,N/A,N/A,N/A,Substation number
1.28.3 Station Switching Device Data,1,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,NI,1,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,NI,2,subswd,inode,N/A,N/A,N/A,From node number
1.28.3 Station Switching Device Data,2,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,NJ,2,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,NJ,3,subswd,jnode,N/A,N/A,N/A,To node number
1.28.3 Station Switching Device Data,3,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,CKT,3,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,CKT,4,subswd,swlid,N/A,N/A,N/A,Two-character uppercase non-blank alphanumeric switching device identifier
1.28.3 Station Switching Device Data,4,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,NAME,4,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,NAME,5,subswd,name,N/A,N/A,N/A,Switching device name
1.28.3 Station Switching Device Data,5,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,TYPE,5,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,TYPE,6,subswd,type,N/A,N/A,N/A,Switching device type
1.28.3 Station Switching Device Data,6,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,STATUS,6,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,STATUS,7,subswd,stat,N/A,N/A,N/A,Switching device status
1.28.3 Station Switching Device Data,7,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,NSTAT,7,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,NSTAT,8,subswd,nstat,N/A,N/A,N/A,Switching device normal status
1.28.3 Station Switching Device Data,8,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,X,8,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,X,9,subswd,xpu,N/A,N/A,N/A,Switching device reactance; entered in pu
1.28.3 Station Switching Device Data,9,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,RATE1,9,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,RATE1,10,subswd,rate1,N/A,N/A,N/A,First rating
1.28.3 Station Switching Device Data,10,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,RATE2,10,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,RATE2,11,subswd,rate2,N/A,N/A,N/A,Second rating
1.28.3 Station Switching Device Data,11,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,RATE3,11,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,RATE3,12,subswd,rate3,N/A,N/A,N/A,Third rating
1.28.4 Equipment Terminal Data,1,1,SUBSTATION TERMINAL DATA,SUBSTATION TERMINAL DATA,I,1,1,SUBSTATION TERMINAL DATA,SUBSTATION TERMINAL DATA,I,N/A,subterm,isub,N/A,N/A,N/A,Bus number
1.28.4 Equipment Terminal Data,2,1,SUBSTATION TERMINAL DATA,SUBSTATION TERMINAL DATA,NI,2,1,SUBSTATION TERMINAL DATA,SUBSTATION TERMINAL DATA,NI,N/A,subterm,inode,N/A,N/A,N/A,Node number
1.28.4 Equipment Terminal Data,3,1,SUBSTATION TERMINAL DATA,SUBSTATION TERMINAL DATA,TYPE,3,1,SUBSTATION TERMINAL DATA,SUBSTATION TERMINAL DATA,TYPE,N/A,subterm,type,N/A,N/A,N/A,"Type: M: mchine terminal, 3: 3-winding, 2: 2-winding, B: branch, F: fixed shunt, L: load, S: switched shunt, I: induction machine, D: 2-term DC line, V: voltage source converter (vsc), N: multi-terminal DC line, A: FACTS device"
1.28.4 Equipment Terminal Data,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SUBSTATION TERMINAL DATA,SUBSTATION TERMINAL DATA,N/A,N/A,subterm,type,N/A,N/A,N/A,"Type: M: mchine terminal, 3: 3-winding, 2: 2-winding, B: branch, F: fixed shunt, L: load, S: switched shunt, I: induction machine, D: 2-term DC line, V: voltage source converter (vsc), N: multi-terminal DC line, A: FACTS device"
1.28.4 Equipment Terminal Data,4,1,SUBSTATION TERMINAL DATA,SUBSTATION TERMINAL DATA,J,4,1,SUBSTATION TERMINAL DATA,SUBSTATION TERMINAL DATA,J,N/A,subterm,ibus,N/A,N/A,N/A,Bus number
1.28.4 Equipment Terminal Data,5,1,SUBSTATION TERMINAL DATA,SUBSTATION TERMINAL DATA,K,5,1,SUBSTATION TERMINAL DATA,SUBSTATION TERMINAL DATA,K,N/A,subterm,jbus,N/A,N/A,N/A,Bus number
1.28.4 Equipment Terminal Data,6,1,SUBSTATION TERMINAL DATA,SUBSTATION TERMINAL DATA,ID,6,1,SUBSTATION TERMINAL DATA,SUBSTATION TERMINAL DATA,ID,N/A,subterm,kbus,N/A,N/A,N/A,Equipment ID
1.28.4 ETD - Load Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,subterm,isub,N/A,N/A,N/A,Substation number
1.28.4 ETD - Load Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,5,subterm,ibus,N/A,N/A,N/A,Bus number
1.28.4 ETD - Load Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,2,subterm,inode,N/A,N/A,N/A,Node number
1.28.4 ETD - Load Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,subterm,type,N/A,N/A,N/A,Single character �L� to indicate the record contains terminal information for a Load
1.28.4 ETD - Load Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,subterm,equid,N/A,N/A,N/A,Equipment ID
1.28.4 ETD - Fixed Shunt Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,subterm,isub,N/A,N/A,N/A,Substation number
1.28.4 ETD - Fixed Shunt Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,5,subterm,ibus,N/A,N/A,N/A,Bus number
1.28.4 ETD - Fixed Shunt Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,2,subterm,inode,N/A,N/A,N/A,Node number
1.28.4 ETD - Fixed Shunt Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,subterm,type,N/A,N/A,N/A,Single character �F� to indicate the record contains terminal information for a Fixed Shunt
1.28.4 ETD - Fixed Shunt Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,subterm,equid,N/A,N/A,N/A,Equipment ID
1.28.4 ETD - Fixed Shunt Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,5,subterm,ibus,N/A,N/A,N/A,Bus number
1.28.4 ETD - Machine Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,subterm,isub,N/A,N/A,N/A,Substation number
1.28.4 ETD - Machine Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,5,subterm,ibus,N/A,N/A,N/A,Bus number
1.28.4 ETD - Machine Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,2,subterm,inode,N/A,N/A,N/A,Node number
1.28.4 ETD - Machine Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,subterm,type,N/A,N/A,N/A,Single character �M� to indicate the record contains terminal information for a Machine
1.28.4 ETD - Machine Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,subterm,equid,N/A,N/A,N/A,Equipment ID
1.28.4 ETD - Branch and two winding Transformer Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,subterm,isub,N/A,N/A,N/A,Substation number
1.28.4 ETD - Branch and two winding Transformer Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,5,subterm,ibus,N/A,N/A,N/A,From bus number
1.28.4 ETD - Branch and two winding Transformer Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,2,subterm,inode,N/A,N/A,N/A,From node number
1.28.4 ETD - Branch and two winding Transformer Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,subterm,type,N/A,N/A,N/A,Specifies that the record contains terminal information for a non-transformer or twowinding transformer
1.28.4 ETD - Branch and two winding Transformer Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,6,subterm,jbus,N/A,N/A,N/A,To bus number
1.28.4 ETD - Branch and two winding Transformer Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,subterm,equid,N/A,N/A,N/A,One or two-character uppercase non-blank alphanumeric switching device identifier
1.28.4 ETD - Three winding Transformer Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,subterm,isub,N/A,N/A,N/A,Substation number
1.28.4 ETD - Three winding Transformer Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,5,subterm,ibus,N/A,N/A,N/A,From bus number
1.28.4 ETD - Three winding Transformer Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,2,subterm,inode,N/A,N/A,N/A,From node number
1.28.4 ETD - Three winding Transformer Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,subterm,type,N/A,N/A,N/A,Single character �3� to indicate the record contains terminal information for a threewinding transformer
1.28.4 ETD - Three winding Transformer Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,6,subterm,jbus,N/A,N/A,N/A,To bus number
1.28.4 ETD - Three winding Transformer Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,7,subterm,kbus,N/A,N/A,N/A,To bus number
1.28.4 ETD - Three winding Transformer Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,subterm,equid,N/A,N/A,N/A,One or two-character uppercase non-blank alphanumeric switching device identifier
1.28.4 ETD - Switched Shunt Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,subterm,isub,N/A,N/A,N/A,Substation number
1.28.4 ETD - Switched Shunt Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,5,subterm,ibus,N/A,N/A,N/A,Bus number
1.28.4 ETD - Switched Shunt Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,2,subterm,inode,N/A,N/A,N/A,Node number
1.28.4 ETD - Switched Shunt Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,subterm,type,N/A,N/A,N/A,Single character �S� to indicate the record contains terminal information for a switched shunt.
1.28.4 ETD - Switched Shunt Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,subterm,equid,N/A,N/A,N/A,Equipment ID
1.28.4 ETD - Induction Machine Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,subterm,isub,N/A,N/A,N/A,Substation number
1.28.4 ETD - Induction Machine Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,5,subterm,ibus,N/A,N/A,N/A,Bus number
1.28.4 ETD - Induction Machine Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,2,subterm,inode,N/A,N/A,N/A,Node number
1.28.4 ETD - Induction Machine Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,subterm,type,N/A,N/A,N/A,Single character �I� to indicate the record contains terminal information for an induction machine
1.28.4 ETD - Induction Machine Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,subterm,equid,N/A,N/A,N/A,Equipment ID
1.28.4 ETD - Two-terminal DC Line Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,subterm,isub,N/A,N/A,N/A,Substation number
1.28.4 ETD - Two-terminal DC Line Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,5,subterm,ibus,N/A,N/A,N/A,Bus number
1.28.4 ETD - Two-terminal DC Line Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,2,subterm,inode,N/A,N/A,N/A,Node number
1.28.4 ETD - Two-terminal DC Line Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,subterm,type,N/A,N/A,N/A,Single character �D� to indicate that the record contains terminal information for a twoterminal dc line connection
1.28.4 ETD - Two-terminal DC Line Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,subterm,equid,N/A,N/A,N/A,Equipment ID
1.28.4 ETD - Voltage Source Converter (VSC) DC Line Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,subterm,isub,N/A,N/A,N/A,Substation number
1.28.4 ETD - Voltage Source Converter (VSC) DC Line Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,5,subterm,ibus,N/A,N/A,N/A,Bus number
1.28.4 ETD - Voltage Source Converter (VSC) DC Line Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,2,subterm,inode,N/A,N/A,N/A,Node number
1.28.4 ETD - Voltage Source Converter (VSC) DC Line Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,subterm,type,N/A,N/A,N/A,Single character �V� to indicate that the record contains terminal information for a VSC dc line connection
1.28.4 ETD - Voltage Source Converter (VSC) DC Line Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,subterm,equid,N/A,N/A,N/A,Equipment ID
1.28.4 ETD - Multi-terminal DC Line Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,subterm,isub,N/A,N/A,N/A,Substation number
1.28.4 ETD - Multi-terminal DC Line Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,5,subterm,ibus,N/A,N/A,N/A,Bus number
1.28.4 ETD - Multi-terminal DC Line Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,2,subterm,inode,N/A,N/A,N/A,Node number
1.28.4 ETD - Multi-terminal DC Line Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,subterm,type,N/A,N/A,N/A,Single character �N� to indicate that the record contains terminal information for a multi- terminal dc line connection
1.28.4 ETD - Multi-terminal DC Line Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,subterm,equid,N/A,N/A,N/A,Equipment ID
1.28.4 ETD - FACTS Device Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,subterm,isub,N/A,N/A,N/A,Substation number
1.28.4 ETD - FACTS Device Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,5,subterm,ibus,N/A,N/A,N/A,Bus number
1.28.4 ETD - FACTS Device Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,2,subterm,inode,N/A,N/A,N/A,Node number
1.28.4 ETD - FACTS Device Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,subterm,type,N/A,N/A,N/A,Single character �A� to indicate that the record contains terminal information for a FACTS device connectionconnection
1.28.4 ETD - FACTS Device Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,subterm,equid,N/A,N/A,N/A,Equipment ID
