dataformat_pdf_section,field_idx_raw_34,row_raw_34,section_raw_34,subsection_raw_34,field_raw_34,field_idx_raw_35,row_raw_35,section_raw_35,subsection_raw_35,field_raw_35,field_id_rawx,section_rawx,field_rawx,inch_section,inch_field,Inch_change,notes
1.13 Transformer Data,70,4,TRANSFORMER DATA,TRANSFORMER DATA,RATE72,70,4,TRANSFORMER DATA,TRANSFORMER DATA,RATE72,70,transformer,wdg2rate7,DATA_TRANSFORMER,W2Rate7,N/A,
1.13 Transformer Data,71,4,TRANSFORMER DATA,TRANSFORMER DATA,RATE82,71,4,TRANSFORMER DATA,TRANSFORMER DATA,RATE82,71,transformer,wdg2rate8,DATA_TRANSFORMER,W2Rate8,N/A,
1.13 Transformer Data,72,4,TRANSFORMER DATA,TRANSFORMER DATA,RATE92,72,4,TRANSFORMER DATA,TRANSFORMER DATA,RATE92,72,transformer,wdg2rate9,DATA_TRANSFORMER,W2Rate9,N/A,
1.13 Transformer Data,73,4,TRANSFORMER DATA,TRANSFORMER DATA,RATE102,73,4,TRANSFORMER DATA,TRANSFORMER DATA,RATE102,73,transformer,wdg2rate10,DATA_TRANSFORMER,W2Rate10,N/A,
1.13 Transformer Data,74,4,TRANSFORMER DATA,TRANSFORMER DATA,RATE112,74,4,TRANSFORMER DATA,TRANSFORMER DATA,RATE112,74,transformer,wdg2rate11,DATA_TRANSFORMER,W2Rate11,N/A,
1.13 Transformer Data,75,4,TRANSFORMER DATA,TRANSFORMER DATA,RATE122,75,4,TRANSFORMER DATA,TRANSFORMER DATA,RATE122,75,transformer,wdg2rate12,DATA_TRANSFORMER,W2Rate12,N/A,
1.13 Transformer Data,76,4,TRANSFORMER DATA,TRANSFORMER DATA,COD2,76,4,TRANSFORMER DATA,TRANSFORMER DATA,COD2,76,transformer,cod2,DATA_TRANSFORMER,W2AdjStatus,N/A,The transformer control mode for automatic adjustments of the Winding 2 tap or phase shift angle during power flow solutions
1.13 Transformer Data,77,4,TRANSFORMER DATA,TRANSFORMER DATA,CONT2,77,4,TRANSFORMER DATA,TRANSFORMER DATA,CONT2,77,transformer,cont2,DATA_TRANSFORMER,W2CtrlBus,N/A,"The bus number, or extended bus name enclosed in single quotes, of the bus for which voltage is to be controlled by the transformer"
1.13 Transformer Data,87,4,TRANSFORMER DATA,TRANSFORMER DATA,NODE2,78,4,TRANSFORMER DATA,TRANSFORMER DATA,NODE2,78,transformer,node2,DATA_TRANSFORMER,N/A,N/A,A node number of bus CONT2
1.13 Transformer Data,78,4,TRANSFORMER DATA,TRANSFORMER DATA,RMA2,79,4,TRANSFORMER DATA,TRANSFORMER DATA,RMA2,79,transformer,rma2,DATA_TRANSFORMER,W2RegulMax,N/A,
1.13 Transformer Data,79,4,TRANSFORMER DATA,TRANSFORMER DATA,RMI2,80,4,TRANSFORMER DATA,TRANSFORMER DATA,RMI2,80,transformer,rmi2,DATA_TRANSFORMER,W2RegulMin,N/A,
1.13 Transformer Data,80,4,TRANSFORMER DATA,TRANSFORMER DATA,VMA2,81,4,TRANSFORMER DATA,TRANSFORMER DATA,VMA2,81,transformer,vma2,DATA_TRANSFORMER,W2TargetMax,N/A,
1.13 Transformer Data,81,4,TRANSFORMER DATA,TRANSFORMER DATA,VMI2,82,4,TRANSFORMER DATA,TRANSFORMER DATA,VMI2,82,transformer,vmi2,DATA_TRANSFORMER,W2TargetMin,N/A,
1.13 Transformer Data,82,4,TRANSFORMER DATA,TRANSFORMER DATA,NTP2,83,4,TRANSFORMER DATA,TRANSFORMER DATA,NTP2,83,transformer,ntp2,DATA_TRANSFORMER,W2NumTapPos,N/A,The number of tap positions available
1.13 Transformer Data,83,4,TRANSFORMER DATA,TRANSFORMER DATA,TAB2,84,4,TRANSFORMER DATA,TRANSFORMER DATA,TAB2,84,transformer,tab2,DATA_TRANSFORMER,W2NTable,N/A,The number of a transformer impedance correction table
1.13 Transformer Data,84,4,TRANSFORMER DATA,TRANSFORMER DATA,CR2,85,4,TRANSFORMER DATA,TRANSFORMER DATA,CR2,85,transformer,cr2,DATA_TRANSFORMER,W2LDropR,N/A,The load drop compensation impedance for voltage controlling transformers entered in pu on system base quantities
1.13 Transformer Data,85,4,TRANSFORMER DATA,TRANSFORMER DATA,CX2,86,4,TRANSFORMER DATA,TRANSFORMER DATA,CX2,86,transformer,cx2,DATA_TRANSFORMER,W2LDropX,N/A,The load drop compensation impedance for voltage controlling transformers entered in pu on system base quantities
1.13 Transformer Data,86,4,TRANSFORMER DATA,TRANSFORMER DATA,CNXA2,87,4,TRANSFORMER DATA,TRANSFORMER DATA,CNXA2,87,transformer,cnxa2,DATA_TRANSFORMER,N/A,N/A,Winding connection angle in degrees
1.13 Transformer Data,88,5,TRANSFORMER DATA,TRANSFORMER DATA,WINDV3,88,5,TRANSFORMER DATA,TRANSFORMER DATA,WINDV3,88,transformer,windv3,DATA_TRANSFORMER,W3WINV,N/A,
1.13 Transformer Data,89,5,TRANSFORMER DATA,TRANSFORMER DATA,NOMV3,89,5,TRANSFORMER DATA,TRANSFORMER DATA,NOMV3,89,transformer,nomv3,DATA_TRANSFORMER,W3NOMV,N/A,The nominal (rated) Winding 3 voltage base in kV
1.13 Transformer Data,90,5,TRANSFORMER DATA,TRANSFORMER DATA,ANG3,90,5,TRANSFORMER DATA,TRANSFORMER DATA,ANG3,90,transformer,ang3,DATA_TRANSFORMER,W3ANG,N/A,The winding three phase shift angle in degrees
1.13 Transformer Data,91,5,TRANSFORMER DATA,TRANSFORMER DATA,RATE13,91,5,TRANSFORMER DATA,TRANSFORMER DATA,RATE13,91,transformer,wdg3rate1,DATA_TRANSFORMER,W3Rate1,N/A,
1.13 Transformer Data,92,5,TRANSFORMER DATA,TRANSFORMER DATA,RATE23,92,5,TRANSFORMER DATA,TRANSFORMER DATA,RATE23,92,transformer,wdg3rate2,DATA_TRANSFORMER,W3Rate2,N/A,
1.13 Transformer Data,93,5,TRANSFORMER DATA,TRANSFORMER DATA,RATE33,93,5,TRANSFORMER DATA,TRANSFORMER DATA,RATE33,93,transformer,wdg3rate3,DATA_TRANSFORMER,W3Rate3,N/A,
1.13 Transformer Data,94,5,TRANSFORMER DATA,TRANSFORMER DATA,RATE43,94,5,TRANSFORMER DATA,TRANSFORMER DATA,RATE43,94,transformer,wdg3rate4,DATA_TRANSFORMER,W3Rate4,N/A,
1.13 Transformer Data,95,5,TRANSFORMER DATA,TRANSFORMER DATA,RATE53,95,5,TRANSFORMER DATA,TRANSFORMER DATA,RATE53,95,transformer,wdg3rate5,DATA_TRANSFORMER,W3Rate5,N/A,
1.13 Transformer Data,96,5,TRANSFORMER DATA,TRANSFORMER DATA,RATE63,96,5,TRANSFORMER DATA,TRANSFORMER DATA,RATE63,96,transformer,wdg3rate6,DATA_TRANSFORMER,W3Rate6,N/A,
1.13 Transformer Data,97,5,TRANSFORMER DATA,TRANSFORMER DATA,RATE73,97,5,TRANSFORMER DATA,TRANSFORMER DATA,RATE73,97,transformer,wdg3rate7,DATA_TRANSFORMER,W3Rate7,N/A,
1.13 Transformer Data,98,5,TRANSFORMER DATA,TRANSFORMER DATA,RATE83,98,5,TRANSFORMER DATA,TRANSFORMER DATA,RATE83,98,transformer,wdg3rate8,DATA_TRANSFORMER,W3Rate8,N/A,
1.13 Transformer Data,99,5,TRANSFORMER DATA,TRANSFORMER DATA,RATE93,99,5,TRANSFORMER DATA,TRANSFORMER DATA,RATE93,99,transformer,wdg3rate9,DATA_TRANSFORMER,W3Rate9,N/A,
1.13 Transformer Data,100,5,TRANSFORMER DATA,TRANSFORMER DATA,RATE103,100,5,TRANSFORMER DATA,TRANSFORMER DATA,RATE103,100,transformer,wdg3rate10,DATA_TRANSFORMER,W3Rate10,N/A,
1.13 Transformer Data,101,5,TRANSFORMER DATA,TRANSFORMER DATA,RATE113,101,5,TRANSFORMER DATA,TRANSFORMER DATA,RATE113,101,transformer,wdg3rate11,DATA_TRANSFORMER,W3Rate11,N/A,
1.13 Transformer Data,102,5,TRANSFORMER DATA,TRANSFORMER DATA,RATE123,102,5,TRANSFORMER DATA,TRANSFORMER DATA,RATE123,102,transformer,wdg3rate12,DATA_TRANSFORMER,W3Rate12,N/A,
1.13 Transformer Data,103,5,TRANSFORMER DATA,TRANSFORMER DATA,COD3,103,5,TRANSFORMER DATA,TRANSFORMER DATA,COD3,103,transformer,cod3,DATA_TRANSFORMER,W3AdjStatus,N/A,The transformer control mode for automatic adjustments of the Winding 3 tap or phase shift angle during power flow solutions
1.13 Transformer Data,104,5,TRANSFORMER DATA,TRANSFORMER DATA,CONT3,104,5,TRANSFORMER DATA,TRANSFORMER DATA,CONT3,104,transformer,cont3,DATA_TRANSFORMER,W3CtrlBus,N/A,"The bus number, or extended bus name enclosed in single quotes, of the bus for which voltage is to be controlled by the transformer"
1.13 Transformer Data,114,5,TRANSFORMER DATA,TRANSFORMER DATA,NODE3,105,5,TRANSFORMER DATA,TRANSFORMER DATA,NODE3,105,transformer,node3,DATA_TRANSFORMER,N/A,N/A,A node number of bus CONT3
1.13 Transformer Data,105,5,TRANSFORMER DATA,TRANSFORMER DATA,RMA3,106,5,TRANSFORMER DATA,TRANSFORMER DATA,RMA3,106,transformer,rma3,DATA_TRANSFORMER,W3RegulMax,N/A,
1.13 Transformer Data,106,5,TRANSFORMER DATA,TRANSFORMER DATA,RMI3,107,5,TRANSFORMER DATA,TRANSFORMER DATA,RMI3,107,transformer,rmi3,DATA_TRANSFORMER,W3RegulMin,N/A,
1.13 Transformer Data,107,5,TRANSFORMER DATA,TRANSFORMER DATA,VMA3,108,5,TRANSFORMER DATA,TRANSFORMER DATA,VMA3,108,transformer,vma3,DATA_TRANSFORMER,W3TargetMax,N/A,
1.13 Transformer Data,108,5,TRANSFORMER DATA,TRANSFORMER DATA,VMI3,109,5,TRANSFORMER DATA,TRANSFORMER DATA,VMI3,109,transformer,vmi3,DATA_TRANSFORMER,W3TargetMin,N/A,
1.13 Transformer Data,109,5,TRANSFORMER DATA,TRANSFORMER DATA,NTP3,110,5,TRANSFORMER DATA,TRANSFORMER DATA,NTP3,110,transformer,ntp3,DATA_TRANSFORMER,W3NumTapPos,N/A,The number of tap positions available
1.13 Transformer Data,110,5,TRANSFORMER DATA,TRANSFORMER DATA,TAB3,111,5,TRANSFORMER DATA,TRANSFORMER DATA,TAB3,111,transformer,tab3,DATA_TRANSFORMER,W3NTable,N/A,The number of a transformer impedance correction table
1.13 Transformer Data,111,5,TRANSFORMER DATA,TRANSFORMER DATA,CR3,112,5,TRANSFORMER DATA,TRANSFORMER DATA,CR3,112,transformer,cr3,DATA_TRANSFORMER,W3LDropR,N/A,The load drop compensation impedance for voltage controlling transformers entered in pu on system base quantities
1.13 Transformer Data,112,5,TRANSFORMER DATA,TRANSFORMER DATA,CX3,113,5,TRANSFORMER DATA,TRANSFORMER DATA,CX3,113,transformer,cx3,DATA_TRANSFORMER,W3LDropX,N/A,The load drop compensation impedance for voltage controlling transformers entered in pu on system base quantities
1.13 Transformer Data,113,5,TRANSFORMER DATA,TRANSFORMER DATA,CNXA3,114,5,TRANSFORMER DATA,TRANSFORMER DATA,CNXA3,114,transformer,cnxa3,DATA_TRANSFORMER,N/A,N/A,Winding connection angle in degrees
1.15 Area Interchange Data,1,1,AREA DATA,AREA DATA,I,1,1,AREA DATA,AREA DATA,I,1,area,iarea,DATA_AREA,AreaNum,N/A,Area number
1.15 Area Interchange Data,2,1,AREA DATA,AREA DATA,ISW,2,1,AREA DATA,AREA DATA,ISW,2,area,isw,DATA_AREA,SlackBusNum,N/A,Bus number of the area slack bus for area interchange control
1.15 Area Interchange Data,3,1,AREA DATA,AREA DATA,PDES,3,1,AREA DATA,AREA DATA,PDES,3,area,pdes,DATA_AREA,DesInter,N/A,Desired net interchange leaving the area (export); entered in MW
1.15 Area Interchange Data,4,1,AREA DATA,AREA DATA,PTOL,4,1,AREA DATA,AREA DATA,PTOL,4,area,ptol,DATA_AREA,N/A,N/A,Interchange tolerance bandwidth; entered in MW
1.15 Area Interchange Data,5,1,AREA DATA,AREA DATA,ARNAME,5,1,AREA DATA,AREA DATA,ARNAME,5,area,arname,DATA_AREA,AreaName,N/A,Alphanumeric identifier assigned to area I
1.16 Two-Terminal DC Transmission Line Data,1,1,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,NAME,1,1,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,NAME,1,twotermdc,name,N/A,N/A,N/A,The non-blank alphanumeric identifier assigned to this dc line
1.16 Two-Terminal DC Transmission Line Data,2,1,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,MDC,2,1,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,MDC,2,twotermdc,mdc,N/A,N/A,N/A,Control mode
1.16 Two-Terminal DC Transmission Line Data,3,1,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,RDC,3,1,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,RDC,3,twotermdc,rdc,N/A,N/A,N/A,The dc line resistance; entered in ohms
1.16 Two-Terminal DC Transmission Line Data,4,1,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,SETVL,4,1,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,SETVL,4,twotermdc,setvl,N/A,N/A,N/A,Current (amps) or power (MW) demand
1.16 Two-Terminal DC Transmission Line Data,5,1,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,VSCHD,5,1,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,VSCHD,5,twotermdc,vschd,N/A,N/A,N/A,Scheduled compounded dc voltage; entered in kV
1.16 Two-Terminal DC Transmission Line Data,6,1,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,VCMOD,6,1,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,VCMOD,6,twotermdc,vcmod,N/A,N/A,N/A,Mode switch dc voltage; entered in kV
1.16 Two-Terminal DC Transmission Line Data,7,1,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,RCOMP,7,1,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,RCOMP,7,twotermdc,rcomp,N/A,N/A,N/A,Compounding resistance; entered in ohms
1.16 Two-Terminal DC Transmission Line Data,8,1,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,DELTI,8,1,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,DELTI,8,twotermdc,delti,N/A,N/A,N/A,Margin entered in per unit of desired dc power or current
1.16 Two-Terminal DC Transmission Line Data,9,1,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,METER,9,1,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,METER,9,twotermdc,meter,N/A,N/A,N/A,Metered end code of either R (for rectifier) or I (for inverter)
1.16 Two-Terminal DC Transmission Line Data,10,1,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,DCVMIN,10,1,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,DCVMIN,10,twotermdc,dcvmin,N/A,N/A,N/A,Minimum compounded dc voltage; entered in kV
1.16 Two-Terminal DC Transmission Line Data,11,1,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,CCCITMX,11,1,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,CCCITMX,11,twotermdc,cccitmx,N/A,N/A,N/A,Iteration limit for capacitor commutated two-terminal dc line Newton solution procedure
1.16 Two-Terminal DC Transmission Line Data,12,1,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,CCCACC,12,1,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,CCCACC,12,twotermdc,cccacc,N/A,N/A,N/A,Acceleration factor for capacitor commutated two-terminal dc line Newton solution procedure
1.16 Two-Terminal DC Transmission Line Data,13,2,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,IPR,13,2,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,IPR,13,twotermdc,ipr,N/A,N/A,N/A,Rectifier converter bus number
1.16 Two-Terminal DC Transmission Line Data,14,2,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,NBR,14,2,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,NBR,14,twotermdc,nbr,N/A,N/A,N/A,Number of bridges in series
1.16 Two-Terminal DC Transmission Line Data,15,2,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,ANMXR,15,2,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,ANMXR,15,twotermdc,anmxr,N/A,N/A,N/A,Nominal maximum rectifier firing angle; entered in degrees
1.16 Two-Terminal DC Transmission Line Data,16,2,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,ANMNR,16,2,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,ANMNR,16,twotermdc,anmnr,N/A,N/A,N/A,Minimum steady-state rectifier firing angle; entered in degrees.
1.16 Two-Terminal DC Transmission Line Data,17,2,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,RCR,17,2,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,RCR,17,twotermdc,rcr,N/A,N/A,N/A,Rectifier commutating transformer resistance per bridge; entered in ohms
1.16 Two-Terminal DC Transmission Line Data,18,2,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,XCR,18,2,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,XCR,18,twotermdc,xcr,N/A,N/A,N/A,Rectifier commutating transformer reactance per bridge; entered in ohms
1.16 Two-Terminal DC Transmission Line Data,19,2,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,EBASR,19,2,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,EBASR,19,twotermdc,ebasr,N/A,N/A,N/A,Rectifier primary base ac voltage; entered in kV
1.16 Two-Terminal DC Transmission Line Data,20,2,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,TRR,20,2,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,TRR,20,twotermdc,trr,N/A,N/A,N/A,Rectifier transformer ratio
1.16 Two-Terminal DC Transmission Line Data,21,2,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,TAPR,21,2,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,TAPR,21,twotermdc,tapr,N/A,N/A,N/A,Rectifier tap setting. TAPR = 1.0 by default
1.16 Two-Terminal DC Transmission Line Data,22,2,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,TMXR,22,2,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,TMXR,22,twotermdc,tmxr,N/A,N/A,N/A,Maximum rectifier tap setting
1.16 Two-Terminal DC Transmission Line Data,23,2,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,TMNR,23,2,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,TMNR,23,twotermdc,tmnr,N/A,N/A,N/A,Minimum rectifier tap setting
1.16 Two-Terminal DC Transmission Line Data,24,2,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,STPR,24,2,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,STPR,24,twotermdc,stpr,N/A,N/A,N/A,Rectifier tap step; must be positive
1.16 Two-Terminal DC Transmission Line Data,25,2,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,ICR,25,2,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,ICR,25,twotermdc,icr,N/A,N/A,N/A,Bus number of the rectifier commutating bus
1.16 Two-Terminal DC Transmission Line Data,26,2,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,IFR,26,2,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,IFR,26,twotermdc,ifr,N/A,N/A,N/A,A node number of bus ICR
1.16 Two-Terminal DC Transmission Line Data,27,2,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,ITR,27,2,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,ITR,27,twotermdc,itr,N/A,N/A,N/A,"Winding 1 side from bus number, or extended bus name enclosed in single quotes, of a two-winding transformer."
1.16 Two-Terminal DC Transmission Line Data,28,2,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,IDR,28,2,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,IDR,28,twotermdc,idr,N/A,N/A,N/A,"Winding 2 side to bus number, or extended bus name enclosed in single quotes, of a two-winding transformer"
1.16 Two-Terminal DC Transmission Line Data,29,2,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,XCAPR,29,2,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,XCAPR,29,twotermdc,xcapr,N/A,N/A,N/A,Circuit identifier
1.16 Two-Terminal DC Transmission Line Data,30,2,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,NDR,30,2,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,NDR,30,twotermdc,ndr,N/A,N/A,N/A,Commutating capacitor reactance magnitude per bridge; entered in ohms
1.16 Two-Terminal DC Transmission Line Data,31,3,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,IPI,31,3,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,IPI,31,twotermdc,ipi,N/A,N/A,N/A,Rectifier converter bus number
1.16 Two-Terminal DC Transmission Line Data,32,3,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,NBI,32,3,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,NBI,32,twotermdc,nbi,N/A,N/A,N/A,Number of bridges in series
1.16 Two-Terminal DC Transmission Line Data,33,3,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,ANMXI,33,3,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,ANMXI,33,twotermdc,anmxi,N/A,N/A,N/A,Nominal maximum rectifier firing angle; entered in degrees
1.16 Two-Terminal DC Transmission Line Data,34,3,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,ANMNI,34,3,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,ANMNI,34,twotermdc,anmni,N/A,N/A,N/A,Minimum steady-state rectifier firing angle; entered in degrees.
1.16 Two-Terminal DC Transmission Line Data,35,3,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,RCI,35,3,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,RCI,35,twotermdc,rci,N/A,N/A,N/A,Rectifier commutating transformer resistance per bridge; entered in ohms
1.16 Two-Terminal DC Transmission Line Data,36,3,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,XCI,36,3,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,XCI,36,twotermdc,xci,N/A,N/A,N/A,Rectifier commutating transformer reactance per bridge; entered in ohms
1.16 Two-Terminal DC Transmission Line Data,37,3,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,EBASI,37,3,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,EBASI,37,twotermdc,ebasi,N/A,N/A,N/A,Rectifier primary base ac voltage; entered in kV
1.16 Two-Terminal DC Transmission Line Data,38,3,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,TRI,38,3,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,TRI,38,twotermdc,tri,N/A,N/A,N/A,Rectifier transformer ratio
1.16 Two-Terminal DC Transmission Line Data,39,3,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,TAPI,39,3,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,TAPI,39,twotermdc,tapi,N/A,N/A,N/A,Rectifier tap setting. TAPR = 1.0 by default
1.16 Two-Terminal DC Transmission Line Data,40,3,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,TMXI,40,3,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,TMXI,40,twotermdc,tmxi,N/A,N/A,N/A,Maximum rectifier tap setting
1.16 Two-Terminal DC Transmission Line Data,41,3,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,TMNI,41,3,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,TMNI,41,twotermdc,tmni,N/A,N/A,N/A,Minimum rectifier tap setting
1.16 Two-Terminal DC Transmission Line Data,42,3,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,STPI,42,3,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,STPI,42,twotermdc,stpi,N/A,N/A,N/A,Rectifier tap step; must be positive
1.16 Two-Terminal DC Transmission Line Data,43,3,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,ICI,43,3,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,ICI,43,twotermdc,ici,N/A,N/A,N/A,Bus number of the rectifier commutating bus
1.16 Two-Terminal DC Transmission Line Data,44,3,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,IFI,44,3,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,IFI,44,twotermdc,ifi,N/A,N/A,N/A,A node number of bus ICR
1.16 Two-Terminal DC Transmission Line Data,45,3,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,ITI,45,3,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,ITI,45,twotermdc,iti,N/A,N/A,N/A,"Winding 1 side from bus number, or extended bus name enclosed in single quotes, of a two-winding transformer."
1.16 Two-Terminal DC Transmission Line Data,46,3,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,IDI,46,3,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,IDI,46,twotermdc,idi,N/A,N/A,N/A,"Winding 2 side to bus number, or extended bus name enclosed in single quotes, of a two-winding transformer"
1.16 Two-Terminal DC Transmission Line Data,47,3,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,XCAPI,47,3,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,XCAPI,47,twotermdc,xcapi,N/A,N/A,N/A,Circuit identifier
1.16 Two-Terminal DC Transmission Line Data,48,3,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,NDI,48,3,TWO-TERMINAL DC DATA,TWO-TERMINAL DC DATA,NDI,48,twotermdc,ndi,N/A,N/A,N/A,Commutating capacitor reactance magnitude per bridge; entered in ohms
1.17. Voltage Source Converter (VSC) DC Transmission Line Data,1,1,VSC DC LINE DATA,VSC DC LINE DATA,NAME,1,1,VSC DC LINE DATA,VSC DC LINE DATA,NAME,1,vscdc,name,N/A,N/A,N/A,The non-blank alphanumeric identifier assigned to this dc line
1.17. Voltage Source Converter (VSC) DC Transmission Line Data,2,1,VSC DC LINE DATA,VSC DC LINE DATA,MDC,2,1,VSC DC LINE DATA,VSC DC LINE DATA,MDC,2,vscdc,mdc,N/A,N/A,N/A,Control mode
1.17. Voltage Source Converter (VSC) DC Transmission Line Data,3,1,VSC DC LINE DATA,VSC DC LINE DATA,RDC,3,1,VSC DC LINE DATA,VSC DC LINE DATA,RDC,3,vscdc,rdc,N/A,N/A,N/A,The dc line resistance; entered in ohms
1.17. Voltage Source Converter (VSC) DC Transmission Line Data,4,1,VSC DC LINE DATA,VSC DC LINE DATA,O1,4,1,VSC DC LINE DATA,VSC DC LINE DATA,O1,4,vscdc,o1,N/A,N/A,N/A,An owner number
1.17. Voltage Source Converter (VSC) DC Transmission Line Data,5,1,VSC DC LINE DATA,VSC DC LINE DATA,F1,5,1,VSC DC LINE DATA,VSC DC LINE DATA,F1,5,vscdc,f1,N/A,N/A,N/A,The fraction of total ownership assigned to owner Oi
1.17. Voltage Source Converter (VSC) DC Transmission Line Data,6,1,VSC DC LINE DATA,VSC DC LINE DATA,O2,6,1,VSC DC LINE DATA,VSC DC LINE DATA,O2,6,vscdc,o2,N/A,N/A,N/A,An owner number
